"","iteration","lower_lin","est_lin","upper_lin","p_lin","logLik_lin","AIC_lin","lower_log","est_log","upper_log","p_log","logLik_log","AIC_log","p_log","p_lin_vs_log","lin_ci_width","log_ci_width","delta_logLik"
"5618",5618,-4.15850419244655e-06,7.40788074605788e-07,5.64008034165812e-06,0.766727690986585,3241.44585843081,-6427.79267559953,-0.00131393324908232,0.000136244005467626,0.00158642126001757,0.853753904563165,3241.42154422479,-6439.13687988434,0.853753904563165,0.975979003101393,9.79858453410467e-06,0.00290035450909989,0.0243142060162427
"5619",5619,-4.83948667893913e-06,1.53188754736638e-06,7.9032617736719e-06,0.637135370509623,3249.41763879038,-6444.8970897272,-0.00121800568224222,0.000470280047837012,0.00215856577791624,0.584730370815322,3249.52344532765,-6456.22925859202,0.584730370815322,0.899598670057494,1.2742748452611e-05,0.00337657146015847,-0.105806537269018
"5620",5620,-4.94765628370971e-06,2.91292181966668e-06,1.07734999230431e-05,0.467243625644421,3222.09878869555,-6390.64301056273,-0.00132000427558794,0.00016789953630087,0.00165580334818968,0.82478219428757,3221.92514396429,-6400.40520442086,0.82478219428757,0.84059548191678,1.57211562067528e-05,0.00297580762377761,0.1736447312569
"5621",5621,-2.31527464481512e-06,2.36800186011655e-06,7.05127836504823e-06,0.321298714477474,3300.38783384486,-6545.49627316004,-0.000681043351184392,0.000705215205580829,0.00209147376234605,0.318352825475123,3300.38922835563,-6556.89333381801,0.318352825475123,0.998606461109847,9.36655300986335e-06,0.00277251711353044,-0.00139451076847763
"5622",5622,-3.14689984132028e-06,1.70072749140159e-06,6.54835482412345e-06,0.491286731647733,3255.36756429961,-6455.5942032115,-0.00138930175708102,0.000263967054520684,0.00191723586612239,0.754085653214562,3254.90988950584,-6466.86513318719,0.754085653214562,0.632753218039039,9.69525466544372e-06,0.00330653762320341,0.457674793771275
"5623",5623,-1.42054009872209e-06,3.25850826950483e-06,7.93755663773175e-06,0.172043416953051,3301.556434878,-6547.82980300168,-0.000536003388776138,0.000850106754613757,0.00223621689800365,0.2290368459922,3301.68650362206,-6559.57692532173,0.2290368459922,0.878035069154498,9.35809673645385e-06,0.00277222028677979,-0.130068744055279
"5624",5624,-5.30098947782719e-06,-4.18041289341769e-07,4.46490689914365e-06,0.866604517261017,3245.81368264028,-6436.51495648323,-0.00140285979847751,4.19564247273993e-05,0.00148677264793231,0.954564385721946,3245.80123225922,-6447.87002904717,0.954564385721946,0.987626804271202,9.76589637697083e-06,0.00288963244640982,0.0124503810620809
"5625",5625,-3.74145442376491e-06,1.08443811186081e-06,5.91033064748653e-06,0.659307690715971,3261.18334386817,-6467.20728348169,-0.00101636462997691,0.000411516338513121,0.00183939730700315,0.571795542847522,3261.24520065191,-6478.71129369652,0.571795542847522,0.940017502935049,9.65178507125144e-06,0.00285576193698007,-0.0618567837477713
"5626",5626,-1.1674278907068e-05,-5.61459211986527e-06,4.45094667337457e-07,0.0693287170414157,3247.76857112836,-6441.10655656428,-0.00319020231051311,-0.0015243459167154,0.000141510477082317,0.0728487960517679,3246.80245670818,-6450.47642882488,0.0728487960517679,0.380558860861735,1.21193735744055e-05,0.00333171278759543,0.966114420183658
"5627",5627,-8.66410315870295e-06,-3.76579687273117e-06,1.13250941324061e-06,0.13169258622454,3255.71178576907,-6456.43457448666,-0.00234560028457255,-0.000910155958541209,0.000525288367490131,0.213678094857158,3255.46619609189,-6467.19095706594,0.213678094857158,0.78224313128571,9.79661257194357e-06,0.00287088865206268,0.245589677186672
"5628",5628,-5.57900401219707e-06,-7.1952003670514e-07,4.13996393878679e-06,0.771432555435942,3252.1106151719,-6449.0895526747,-0.00176355929559634,-0.000325758057968465,0.00111204317965941,0.656676097081292,3252.16689572568,-6460.58200049882,0.656676097081292,0.945273898525069,9.71896795098386e-06,0.00287560247525576,-0.0562805537747408
"5629",5629,-8.2405000429489e-06,-3.5155074514876e-06,1.2094851399737e-06,0.144580069055084,3288.81254514686,-6522.38124046292,-0.00210770627674989,-0.000709029095271874,0.000689648086206141,0.320057732723752,3288.24098435831,-6532.62001452913,0.320057732723752,0.564643461542415,9.44998518292261e-06,0.00279735436295603,0.571560788544048
"5630",5630,-5.61668063326653e-06,-1.28218901692885e-07,5.36024282988076e-06,0.963440945132024,3230.09414623758,-6405.59476391562,-0.0013385313386265,0.000133749232884247,0.00160602980439499,0.858535287560734,3230.46169173296,-6417.48430382871,0.858535287560734,0.692431823647492,1.09769234631473e-05,0.00294456114302149,-0.367545495373633
"5631",5631,-8.6926849958842e-06,-1.68148451156027e-06,5.32971597276366e-06,0.63798214465838,3272.78061288235,-6491.45470011878,-0.00197507943991107,-8.81671884080673e-05,0.00179874506309494,0.926954725520067,3271.88281433055,-6500.77707884072,0.926954725520067,0.407465687702632,1.40224009686479e-05,0.00377382450300601,0.897798551803135
"5632",5632,-3.35363357540694e-06,1.51277767625823e-06,6.3791889279234e-06,0.541956749937386,3250.2620619056,-6445.3981678483,-0.000984312854114758,0.000456955756935867,0.00189822436798649,0.533943237767479,3250.29802073213,-6456.89370918111,0.533943237767479,0.964680011884513,9.73282250333034e-06,0.00288253722210125,-0.0359588265346247
"5633",5633,-5.76478861541624e-06,1.14849729198586e-06,8.06178319938796e-06,0.744469223555498,3245.60788458759,-6437.34833727481,-0.000875904111232815,0.00105737196868249,0.0029906480485978,0.283378758125515,3248.33276775136,-6454.2253638481,0.283378758125515,0.0655538613363461,1.38265718148042e-05,0.00386655215983062,-2.72488316377439
"5634",5634,-1.44859097039844e-06,3.45607183734833e-06,8.3607346450951e-06,0.167026530297387,3240.57198823331,-6426.05316842657,-0.000857532091968399,0.000594364307660932,0.00204626070729026,0.421942118244697,3240.77475815473,-6437.97380955961,0.421942118244697,0.816466071169038,9.80932561549354e-06,0.00290379279925866,-0.202769921422714
"5635",5635,-4.67892694199141e-06,-2.66002085092906e-08,4.62572652497283e-06,0.99104941220009,3309.14595041175,-6562.98602897056,-0.00152573278004153,-0.000149292304497524,0.00122714817104649,0.831479617168673,3309.16867229714,-6574.41104931085,0.831479617168673,0.977534312546998,9.30465346696424e-06,0.00275288095108802,-0.0227218853888189
"5636",5636,-8.54586693040842e-06,-3.57647964272421e-06,1.39290764496e-06,0.158154178717639,3259.55148818247,-6464.43111878237,-0.00261836863587803,-0.000600978639762214,0.0014164113563536,0.558929440295444,3261.75252063533,-6481.21735097794,0.558929440295444,0.110688818359661,9.93877457536842e-06,0.00403477999223163,-2.20103245286373
"5637",5637,-6.42884551325728e-06,-1.67205140441833e-06,3.08474270442062e-06,0.490458586690556,3280.03056096411,-6504.84402565013,-0.00203766702930835,-0.000630327062348388,0.00077701290461157,0.37962963370169,3280.17829440886,-6516.51944022678,0.37962963370169,0.862661031131509,9.51358821767791e-06,0.00281467993391992,-0.147733444742244
"5638",5638,-7.30718924258345e-06,6.44359707541191e-07,8.59590865766584e-06,0.873673982065892,3262.33622454514,-6470.89517695926,-0.00196172003962054,-0.000534609688390241,0.00089250066284006,0.462408147663896,3261.95129821385,-6480.12133279651,0.462408147663896,0.680500765974752,1.59030979002493e-05,0.0028542207024606,0.384926331285442
"5639",5639,-3.95308073798175e-06,8.26157298800476e-07,5.6053953355827e-06,0.734494176255885,3273.92354406138,-6492.64883394932,-0.000875281424032077,0.000538599139219853,0.00195247970247178,0.454885381867823,3274.14466820669,-6504.47112506581,0.454885381867823,0.801617157100271,9.55847607356446e-06,0.00282776112650386,-0.221124145312388
"5640",5640,-5.58680022347708e-06,-7.06814330678785e-07,4.17317156211951e-06,0.776277737723103,3246.69063020604,-6438.26708948574,-0.00155721301663631,-0.000113140869207391,0.00133093127822153,0.877829617088257,3246.66014529419,-6449.58850065015,0.877829617088257,0.969975067090347,9.75997178559659e-06,0.00288814429485784,0.0304849118456332
"5641",5641,4.67254543080728e-08,5.0267574468584e-06,1.00067894394087e-05,0.0478932688965431,3220.08261193982,-6385.13155945261,-0.000467999112585174,0.0010067300442441,0.00248145920107337,0.180658526182951,3219.01865127464,-6394.38684697091,0.180658526182951,0.345086328683853,9.96006398510065e-06,0.00294945831365855,1.06396066518346
"5642",5642,-2.20946385427541e-06,2.71366696280854e-06,7.63679777989249e-06,0.279635074568977,3274.1488793727,-6493.62212175572,-0.00140378843219807,6.44247923642105e-05,0.00153263801692649,0.931392337189084,3274.04190242535,-6504.90436170236,0.931392337189084,0.89854638663084,9.8462616341679e-06,0.00293642644912455,0.106976947345629
"5643",5643,-8.0804457973731e-06,-3.23921047043952e-06,1.60202485649406e-06,0.189469348532007,3257.03528373689,-6458.92389067792,-0.00214956696037776,-0.000719103356503151,0.000711360247371454,0.324102411441694,3259.30871969912,-6475.00077624527,0.324102411441694,0.102957812480435,9.68247065386716e-06,0.00286092720774921,-2.27343596222499
"5644",5644,-5.58038765529725e-06,7.73049969784457e-07,7.12648759486617e-06,0.811318875332589,3276.02350640774,-6498.1301754471,NA,NA,NA,NA,NA,NA,NA,NA,1.27068752501634e-05,NA,NA
"5645",5645,-5.24788714620268e-06,1.47197524361844e-06,8.19183763343956e-06,0.667371727495543,3219.25254690092,-6384.33840639924,-0.00128226440980707,0.000358215701224169,0.00199869581225541,0.668354099420676,3219.13270502888,-6395.09970076342,0.668354099420676,0.887060694717836,1.34397247796422e-05,0.00328096022206249,0.11984187204871
"5646",5646,-7.66949421239884e-06,-1.85897276285136e-06,3.95154868669612e-06,0.530233957620687,3268.05428371383,-6481.88993443608,-0.00098667301217347,0.000494791471314485,0.00197625595480244,0.512327608062968,3267.86658880435,-6492.79657059732,0.512327608062968,0.828867548298081,1.1621042899095e-05,0.00296292896697591,0.187694909473066
"5647",5647,-6.40788283292537e-06,-1.16034971694624e-06,4.08718339903289e-06,0.664413707192747,3207.35183330817,-6360.56556814901,-0.00260775588172495,-0.00106339414416934,0.000480967593386278,0.176916237380376,3208.17723480388,-6373.65778590071,0.176916237380376,0.438059078312991,1.04950662319583e-05,0.00308872347511123,-0.82540149570832
"5648",5648,-3.00253414017157e-06,1.93404801063478e-06,6.87063016144113e-06,0.442156099276205,3231.53721818835,-6408.0057233687,-0.000539282457977434,0.000920860136624735,0.0023810027312269,0.216137572021018,3232.00806789964,-6420.32588272527,0.216137572021018,0.624471422358681,9.8731643016127e-06,0.00292028518920434,-0.470849711298342
"5649",5649,-6.74090746996261e-06,-1.88024832736313e-06,2.98041081523636e-06,0.44794093142,3251.79862428079,-6448.46655815048,NA,NA,NA,NA,NA,NA,NA,NA,9.72131828519897e-06,NA,NA
"5650",5650,-8.96121827715681e-06,-3.17121953940031e-06,2.61877919835619e-06,0.282698684489878,3261.62691944695,-6468.87164581398,-0.00276557193831288,-0.000983583833461214,0.000798404271390456,0.27898076739979,3261.67208421452,-6480.42177827781,0.27898076739979,0.955839977431183,1.1579997475513e-05,0.00356397620970334,-0.0451647675658933
"5651",5651,-6.37002209562972e-06,-1.54897835766988e-06,3.27206538028996e-06,0.528483669456599,3262.50469542559,-6469.84605294199,-0.0013178547191545,0.000108817556100188,0.00153548983135488,0.881040446958807,3262.31706714465,-6480.85113049801,0.881040446958807,0.828922776373692,9.64208747591968e-06,0.00285334455050938,0.187628280931676
"5652",5652,-6.80076333693682e-06,-1.80886496953524e-06,3.18303339786633e-06,0.477169034192379,3216.98323480927,-6378.94234071218,NA,NA,NA,NA,NA,NA,NA,NA,9.98379673480315e-06,NA,NA
"5653",5653,-7.88086909302042e-06,-2.95039620056609e-06,1.98007669188825e-06,0.240540800089775,3233.15781150116,-6411.24197170018,-0.00241995637052166,-0.000961249227119098,0.000497457916283462,0.196241543416139,3233.30427638967,-6422.91453364387,0.196241543416139,0.863756059572179,9.86094578490868e-06,0.00291741428680512,-0.146464888501214
"5654",5654,-6.1124656841874e-06,-1.2714828882839e-06,3.56949990761961e-06,0.606350860996776,3257.10160756827,-6459.05632999581,-0.00157504328049422,-0.000142515219770566,0.00129001284095309,0.845243576312609,3256.98721603528,-6470.20815791742,0.845243576312609,0.891908675836957,9.68196559180701e-06,0.00286505612144731,0.114391532992158
"5655",5655,-1.6115831973924e-06,3.30419406293107e-06,8.21997132325454e-06,0.187446007116264,3237.05419667371,-6419.02278140471,-0.000879167211206512,0.000575982729526569,0.00203113267025965,0.437459914415556,3236.48555230335,-6429.2671627597,0.437459914415556,0.566292601623418,9.83155452064694e-06,0.00291029988146616,0.568644370359834
"5656",5656,-6.75040142156964e-06,-2.44215038865292e-07,6.26197134383906e-06,0.94129181398952,3254.53754500569,-6455.30568927008,NA,NA,NA,NA,NA,NA,NA,NA,1.30123727654087e-05,NA,NA
"5657",5657,-9.43965343613238e-06,-4.61956954904099e-06,2.00514338050402e-07,0.0603003640325934,3262.7730591847,-6470.38203519828,-0.00318209925396719,-0.00114527394436173,0.00089155136524373,0.270092248721525,3263.10972942399,-6483.74535419795,0.270092248721525,0.71414429780888,9.64016777418278e-06,0.00407365061921092,-0.336670239290015
"5658",5658,-6.12582340550811e-06,-8.81590403908315e-07,4.36264259769148e-06,0.741535562606116,3218.57259268758,-6383.23646855381,-0.00105989248671487,0.000469935844331356,0.00199976417537758,0.546747791337969,3219.0840658346,-6395.56445164157,0.546747791337969,0.599611611802908,1.04884660031996e-05,0.00305965666209245,-0.511473147025754
"5659",5659,-6.23307518179297e-06,-1.19389109308804e-06,3.84529299561689e-06,0.642060567762613,3252.87835613049,-6451.31639545661,-0.00162130721899053,-0.000140169194179368,0.00134096883063179,0.852697859940476,3252.79928663308,-6462.55161668713,0.852697859940476,0.92397570828766,1.00783681774099e-05,0.00296227604962233,0.0790694974180042
"5660",5660,-9.11117976168414e-06,-1.33418560606966e-06,6.44280854954482e-06,0.736428588793986,3265.19803866555,-6476.6581890225,-0.00255120219519539,-0.00035336437016682,0.00184447345486175,0.75242523762399,3263.46818640696,-6484.59764819984,0.75242523762399,0.177310604152591,1.5553988311229e-05,0.00439567565005714,1.7298522585952
"5661",5661,-5.23639044156008e-06,-5.37040566346233e-07,4.16230930886761e-06,0.822588225932839,3295.91350804486,-6536.56131290142,-0.00145114164797976,-6.29182876402923e-05,0.00132530507269918,0.929141756459913,3297.643084544,-6551.57717731581,0.929141756459913,0.177359505970136,9.39869975042769e-06,0.00277644672067894,-1.72957649914179
"5662",5662,-8.61202889890422e-06,-3.75999197063664e-06,1.09204495763094e-06,0.128642975745271,3254.12359808794,-6453.10939237837,-0.00288571089827211,-0.00143707723708519,1.15564241017182e-05,0.0518519397196717,3255.04948217355,-6466.45424787354,0.0518519397196717,0.396181006275539,9.70407385653517e-06,0.00289726732237382,-0.925884085605503
"5663",5663,-7.35259342625955e-06,-1.67804259920826e-06,3.99650822784302e-06,0.561816266826075,3284.72127013365,-6514.92469069236,-0.00220884973897372,-0.000806764525491622,0.000595320687990474,0.259081517038768,3285.08827211953,-6526.32494724869,0.259081517038768,0.692808269208904,1.13491016541026e-05,0.00280417042696419,-0.367001985880052
"5664",5664,-7.1877715641035e-06,-2.48190947141209e-06,2.22395262127933e-06,0.300908533494942,3294.09914403575,-6532.93815071459,-0.00190453943528085,-0.000510463732558883,0.000883611970163087,0.472555003703318,3293.98498462664,-6544.14390868611,0.472555003703318,0.892115733175101,9.41172418538283e-06,0.00278815140544394,0.114159409106378
"5665",5665,-3.94587393592623e-06,8.91941042958626e-07,5.72975602184348e-06,0.717558432914122,3257.95576456336,-6460.76199667155,-0.000963313048057847,0.000467994526160086,0.00189930210037802,0.521228656370346,3258.09583127567,-6472.42190080543,0.521228656370346,0.86930024043263,9.67562995776971e-06,0.00286261514843587,-0.140066712315274
"5666",5666,-6.22007665562475e-06,-1.22142517799462e-06,3.7772262996355e-06,0.631658494610057,3224.30543006275,-6393.59950558795,-0.00166118414821866,-0.000190704886824204,0.00127977437457025,0.799148589018258,3224.58656878981,-6405.5795753847,0.799148589018258,0.754923599884087,9.99730295526025e-06,0.00294095852278891,-0.281138727059897
"5667",5667,-1.04765487913134e-05,-2.64512350424192e-06,5.18630178282959e-06,0.507579727927865,3273.0516802578,-6492.3379904568,-0.00161529255899933,0.000291573520670247,0.00219843960033982,0.764176260105702,3273.96693701194,-6505.12863671055,0.764176260105702,0.40041380499117,1.5662850574143e-05,0.00381373215933915,-0.915256754135498
"5668",5668,-5.61887619318475e-06,-7.33128315674213e-07,4.15261956183633e-06,0.76844884907738,3245.0769965729,-6435.0439579115,-0.00164119427540646,-0.000195598754176259,0.00124999676705394,0.790646837027279,3246.36160063161,-6449.11643913068,0.790646837027279,0.276760142709209,9.77149575502108e-06,0.0028911910424604,-1.28460405870919
"5669",5669,-6.77341486855775e-06,-1.795872337169e-06,3.18167019421976e-06,0.479073476234536,3220.75119429772,-6386.46683249663,-0.00149626806275903,-2.33461190471953e-05,0.00144957582466464,0.975190917807398,3221.50575612393,-6399.50008506172,0.975190917807398,0.470216606192999,9.95508506277751e-06,0.00294584388742368,-0.754561826202917
"5670",5670,-6.20435474977177e-06,6.03272018306938e-07,7.41089878638565e-06,0.861969210699786,3199.80489117465,-6345.51686556462,-0.0025565197198548,-0.000147528645558888,0.00226146242873702,0.904359622730141,3200.83154100148,-6359.32106028755,0.904359622730141,0.358205001411821,1.36152535361574e-05,0.00481798214859182,-1.02664982682927
"5671",5671,-4.70645285435696e-06,1.49412011587129e-07,5.00527687753122e-06,0.951860608723095,3253.07875128567,-6451.02282285152,-0.000868216522500876,0.000568317294600587,0.00200485111170205,0.437699038514781,3253.37674703063,-6462.99896067082,0.437699038514781,0.742304498275571,9.71172973188818e-06,0.00287306763420293,-0.297995744961099
"5672",5672,-7.07058297890282e-06,-1.98836357250831e-06,3.09385583388619e-06,0.442784684691785,3193.53188801779,-6332.11133834599,-0.00134784083527633,0.00015636892488726,0.00166057868505085,0.838385536595136,3193.25420591747,-6342.93771106182,0.838385536595136,0.757537604197494,1.0164438812789e-05,0.00300841952032718,0.277682100325819
"5673",5673,-1.06631648848989e-05,-1.42299208884211e-06,7.81718070721464e-06,0.762540525050011,3243.21592768945,-6433.01679918068,-0.00292688953603895,-0.000457845439209511,0.00201119865761993,0.715996494630106,3242.61382550372,-6443.06587531567,0.715996494630106,0.547659143904652,1.84803455921135e-05,0.00493808819365888,0.602102185730473
"5674",5674,-3.21114133934667e-07,4.40408658038862e-06,9.1292872947119e-06,0.0676965224045219,3288.73881822554,-6522.23391024681,-0.000574749828830463,0.000824622694567409,0.00222399521796528,0.247778304552595,3287.7306515461,-6531.60311697536,0.247778304552595,0.364887322169905,9.45040142864657e-06,0.00279874504679574,1.00816667944309
"5675",5675,-2.55717895568365e-06,2.26236482015715e-06,7.08190859599795e-06,0.357159068974719,3288.10812793613,-6521.28100894808,-0.000915538630390076,0.000501470488718113,0.0019184796078263,0.487520206415826,3287.91716422935,-6532.29540149671,0.487520206415826,0.826162571711432,9.6390875516816e-06,0.00283401823821638,0.19096370677471
"5676",5676,-1.23738801137759e-06,3.64433047544424e-06,8.52604896226606e-06,0.143235897082894,3281.89944550354,-6509.04475312702,-0.000204531646591992,0.00132233276078069,0.00284919716815336,0.089533628606345,3282.64925020737,-6522.2298257535,0.089533628606345,0.472458813129099,9.76343697364365e-06,0.00305372881474535,-0.749804703828431
"5677",5677,-8.68256577759109e-06,-3.09688578738264e-06,2.48879420282581e-06,0.276832717358153,3253.39227635225,-6452.22631386173,-0.00243500514565211,-0.000983463709188954,0.000468077727274199,0.183949541413058,3252.69416432723,-6461.82828521408,0.183949541413058,0.497523730001202,1.11713599804169e-05,0.00290308287292631,0.698112025026148
"5678",5678,-8.67710557716132e-06,-3.08425120496936e-06,2.50860316722259e-06,0.279412613922805,3267.81890597327,-6481.10826367637,-0.00245244851851901,-0.000690151804243394,0.00107214491003222,0.442340235014395,3267.1722478247,-6491.5136585707,0.442340235014395,0.523793294532314,1.11857087443839e-05,0.00352459342855123,0.646658148570623
"5679",5679,-5.87949640961513e-06,-8.87012650271495e-07,4.10547110907214e-06,0.727403438686171,3263.87392557262,-6473.25079077012,-0.00212257700180213,-0.000662892242608353,0.00079679251658542,0.373020059159777,3264.1609660184,-6485.25555117822,0.373020059159777,0.750481374419758,9.98496751868726e-06,0.00291936951838755,-0.28704044577853
"5680",5680,-1.00717482426965e-05,-2.46898641272789e-06,5.13377541724071e-06,0.524062431368959,3246.54193808547,-6439.66736268175,-0.00215480764096565,-0.000674757739872823,0.000805292161220006,0.371162711418066,3246.48205821107,-6450.00574442971,0.371162711418066,0.941877670410425,1.52055236599372e-05,0.00296009980218566,0.0598798743985753
"5681",5681,-6.14422918920712e-06,2.90330222128195e-08,6.20229523363275e-06,0.992637637502051,3258.16708267399,-6462.28755083177,-0.00219989670317574,-0.000592762780983863,0.00101437114120802,0.469338221317572,3258.31403227794,-6473.77465848402,0.469338221317572,0.863337485112868,1.23465244228399e-05,0.00321426784438376,-0.146949603957182
"5682",5682,-5.74431414254784e-06,7.77162895128496e-07,7.29863993280483e-06,0.815131532345142,3199.82103763183,-6345.47262635796,-0.00149625499493486,7.94212545620607e-08,0.00149641383744398,0.999916909011598,3200.0191763252,-6356.44621812689,0.999916909011598,0.820256081174977,1.30429540753527e-05,0.00299266883237884,-0.19813869336167
"5683",5683,-6.39238158035308e-06,1.14887361191083e-07,6.62215630273524e-06,0.972366725211552,3257.07330142338,-6460.09939203712,-0.00179818729487838,-0.000325284457399905,0.00114761838007857,0.664808469450401,3257.43384324922,-6471.63699652876,0.664808469450401,0.697298409401788,1.30145378830883e-05,0.00294580567495695,-0.360541825839391
"5684",5684,-5.67919383564657e-06,1.67044044811314e-07,6.0132819252692e-06,0.955293306473067,3295.5496333413,-6536.93052450666,-0.00136711673860919,4.97207066022321e-05,0.00146655815181365,0.945106678230037,3295.81782772514,-6548.26324521077,0.945106678230037,0.764759109844579,1.16924757609158e-05,0.00283367489042284,-0.268194383835635
"5685",5685,-7.15067498843258e-06,-2.5341260010911e-06,2.08242298625037e-06,0.281632316515128,3319.14465218667,-6582.95249715893,-0.00150133285387339,-0.000133923145760525,0.00123348656235234,0.847618477978013,3318.66025336733,-6593.39154250353,0.847618477978013,0.616067453295103,9.23309797468295e-06,0.00273481941622572,0.484398819341095
"5686",5686,-3.83479727171927e-06,1.08892062474404e-06,6.01263852120735e-06,0.664363400361886,3256.89621702853,-6458.91090799676,-0.000576412359341765,0.000871824537778315,0.0023200614348984,0.237733101066956,3257.55205156562,-6471.54936428202,0.237733101066956,0.519008749753407,9.84743579292662e-06,0.00289647379424016,-0.655834537088595
"5687",5687,-6.0355110250859e-06,-8.07041932945702e-07,4.42142715919449e-06,0.762010107818122,3156.63031370328,-6258.42299145059,-0.0014479799210446,9.89709228498513e-05,0.0016459217667443,0.900106839426605,3156.59274923142,-6269.72721251109,0.900106839426605,0.963132320784171,1.04569381842804e-05,0.0030939016877889,0.0375644718628791
"5688",5688,-7.65422335465703e-06,-2.74333351472841e-06,2.16755632520021e-06,0.273221634207158,3238.42795526315,-6421.76658097936,-0.0021481305232304,-0.000693456907650858,0.00076121670792868,0.349739548486024,3238.66863431983,-6433.73255447585,0.349739548486024,0.786093877488273,9.82177967985725e-06,0.00290934723115908,-0.240679056676981
"5689",5689,-7.55271308296757e-06,-2.59219490450097e-06,2.36832327396563e-06,0.30536610150982,3225.20941640473,-6395.36943941661,NA,NA,NA,NA,NA,NA,NA,NA,9.92103635693319e-06,NA,NA
"5690",5690,-3.5171311149125e-06,1.42828761119933e-06,6.37370633731116e-06,0.570982802880226,3229.22205822877,-6403.3826113834,-0.00090452290906599,0.000563920691769799,0.00203236429260559,0.451237376805916,3229.35820005516,-6415.07401392656,0.451237376805916,0.872718849147168,9.89083745222367e-06,0.00293688720167158,-0.13614182639003
"5691",5691,-6.40753697430697e-06,-1.48010138665933e-06,3.4473342009883e-06,0.555661417279992,3233.97905289107,-6412.88207157545,-0.00252795492287715,-0.0010708927893274,0.000386169344222351,0.149526295675734,3234.84538460895,-6425.99319238531,0.149526295675734,0.420491203942364,9.85487117529527e-06,0.0029141242670995,-0.866331717879802
"5692",5692,-3.3351591318392e-06,1.3218412999393e-06,5.97884173171779e-06,0.577626705785002,3307.74123253659,-6560.18056710052,-0.00145812639609701,-7.99463283219261e-05,0.00129823373945316,0.909385008709608,3307.59058657296,-6571.26095964325,0.909385008709608,0.86015216991425,9.31400086355699e-06,0.00275636013555017,0.150645963626175
"5693",5693,-8.29533470000907e-06,-3.35587638039298e-06,1.58358193922311e-06,0.182742560455983,3230.78380032974,-6406.50130102229,NA,NA,NA,NA,NA,NA,NA,NA,9.87891663923219e-06,NA,NA
"5694",5694,-5.07892266692695e-06,-3.63965719397599e-07,4.35099122813175e-06,0.879616204099313,3291.57407214483,-6527.89569625667,-0.00189471503474689,-0.000499875672648732,0.00089496368944942,0.482026095790406,3291.81031769498,-6539.74737417314,0.482026095790406,0.789586766975083,9.4299138950587e-06,0.00278967872419631,-0.236245550153399
"5695",5695,-5.35075668140474e-06,-5.15154357571872e-07,4.320447966261e-06,0.834432798718513,3258.55037336947,-6461.94937325714,-0.00067049954303093,0.000759748626164723,0.00218999679536038,0.297448078696451,3259.07177317214,-6474.3709406753,0.297448078696451,0.593688918714146,9.67120464766574e-06,0.00286049633839131,-0.521399802669748
"5696",5696,-1.07510934816897e-05,-5.50543195905341e-06,-2.59770436417129e-07,0.0397051039497038,3269.23462999719,-6483.73264394756,-0.00311107344985357,-0.00168266085664055,-0.00025424826342753,0.0210055793066744,3270.40614127647,-6497.20503739778,0.0210055793066744,0.309898244393406,1.04913230452726e-05,0.00285682518642604,-1.171511279279
"5697",5697,-5.2719127334977e-06,2.0104625741327e-06,9.29283788176309e-06,0.58808109404009,3246.75970435388,-6439.55237016946,-0.0014605258546562,-1.71884530086367e-05,0.00142614894863893,0.981358743049546,3247.19307572441,-6450.65040128834,0.981358743049546,0.64831968027401,1.45647506152608e-05,0.00288667480329514,-0.433371370522764
"5698",5698,-1.31134141918278e-05,-7.39674698077184e-06,-1.68007976971591e-06,0.0112709259133226,3293.92324068124,-6533.34830231686,NA,NA,NA,NA,NA,NA,NA,NA,1.14333344221119e-05,NA,NA
"5699",5699,-5.68859469143727e-06,-7.23295127468789e-07,4.24200443649969e-06,0.77502933362111,3288.45226797632,-6522.75740474168,-0.000860356403009873,0.000570138694082109,0.00200063379117409,0.434298842472655,3290.37338853632,-6537.99528038303,0.434298842472655,0.146442772241296,9.93059912793696e-06,0.00286099019418396,-1.92112056000724
"5700",5700,-6.80028431271496e-07,4.29846683928821e-06,9.27696210984792e-06,0.0905126425984282,3227.64376470593,-6400.31048974343,-0.000281998170235116,0.00118464363964778,0.00265128544953068,0.11326387826483,3227.67314457695,-6411.72119694108,0.11326387826483,0.971047521579705,9.95699054111942e-06,0.00293328361976579,-0.0293798710235933
"5701",5701,-2.99476478445175e-06,1.81182749044527e-06,6.61841976534228e-06,0.459622005394071,3266.46586155276,-6477.75658325286,-0.000647775619147738,0.000775313848562452,0.00219840331627264,0.285250022631777,3267.20323545025,-6490.71198403021,0.285250022631777,0.478368512202287,9.61318454979403e-06,0.00284617893542038,-0.737373897487032
"5702",5702,-2.95001284278713e-06,2.82533042592418e-06,8.60067369463549e-06,0.337259563888882,3232.45756734775,-6410.63225482924,-0.00119657718876856,0.000641036367193917,0.00247864992315639,0.493753967916188,3232.52819359539,-6422.21310388799,0.493753967916188,0.931810093273512,1.15506865374226e-05,0.00367522711192494,-0.0706262476410302
"5703",5703,-6.43657588817277e-06,-1.46477910432391e-06,3.50701767952496e-06,0.563266883788593,3253.7957462465,-6452.8564276401,-0.00137853263870451,0.000109207349575578,0.00159694733785567,0.885483278215936,3254.56577288048,-6465.88182692422,0.885483278215936,0.463000736590954,9.94359356769773e-06,0.00297547997656018,-0.770026633987982
