subject_id,session_id,run_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,metadata_AccelNumReferenceLines,metadata_AccelerationFactorPE,metadata_AcquisitionMatrix,metadata_DeviceSerialNumber,metadata_EchoTime,metadata_EchoTrainLength,metadata_FlipAngle,metadata_ImageType,metadata_ImagingFrequency,metadata_InPlanePhaseEncodingDirection,metadata_InversionTime,metadata_MRAcquisitionType,metadata_MagneticFieldStrength,metadata_ManufacturerModelName,metadata_NumberOfAverages,metadata_NumberOfPhaseEncodingSteps,metadata_PatientPosition,metadata_PercentPhaseFieldOfView,metadata_PercentSampling,metadata_PhaseEncodingDirection,metadata_PixelBandwidth,metadata_ProtocolName,metadata_ReceiveCoilName,metadata_RepetitionTime,metadata_ScanOptions,metadata_ScanningSequence,metadata_SequenceName,metadata_SequenceVariant,metadata_SoftwareVersions,metadata_TotalScanTimeSec,metadata_TransmitCoilName,metadata_VariableFlipAngleFlag,qc_type,qi1,qi2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,spacing_x,spacing_y,spacing_z,summary_mean_bg,summary_mean_csf,summary_mean_gm,summary_mean_wm,summary_p05_bg,summary_p05_csf,summary_p05_gm,summary_p05_wm,summary_p95_bg,summary_p95_csf,summary_p95_gm,summary_p95_wm,summary_stdv_bg,summary_stdv_csf,summary_stdv_gm,summary_stdv_wm,wm2max
sub-60068,0,0,0.537234425545,0.904412150383,0.518863139493,327.528991699,3.82015,3.99157,3.83402,3.64288,0.194866288736,0.421099122639,0.384034588625,1.04968738556,0.423226127028,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191522,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00554744384984,0.00909766241402,72036.5078125,140004.21875,62267.4257812,176,256,256,3.10939417783,9.6470629517,9.73983146727,16.4630372723,0.999999523163,1.0,1.0,194.38822937,71.6431732178,126.06968689,212.393707275,83.5461677551,29.1260929108,29.2341704369,63.5810022354,292.523509216,119.651319122,214.124711609,305.139038086,63.5749893188,28.5719718933,58.4300384521,78.6288833618,0.539688189593
sub-60070,0,0,0.518330454826,0.914532005787,0.544121889528,446.451477051,3.82485,3.97567,3.74054,3.7627,0.232378388744,0.390967069771,0.376654541485,1.00764548779,0.294740766287,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191988,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.0166203322593,0.0095870842356,80174.4140625,148168.890625,61505.0195312,176,256,256,2.9282392182,8.64572276179,10.3526300259,19.4839280976,0.999997973442,1.0,1.0,170.943054199,65.2649307251,109.899116516,194.311782837,67.090953064,29.7765518188,24.1087799072,65.310861969,258.342471313,107.008924866,187.862472534,269.465670776,58.5270385742,23.9360752106,52.8375473022,65.7688522339,0.395693932891
sub-60072,0,0,0.578444838524,0.840387403965,0.516799581078,282.093658447,3.34189,3.33268,3.5172,3.18411,0.181699106436,0.413567609046,0.404733284518,1.0753121376,0.441970512271,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191540,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.0171260407086,0.00111063771684,79514.578125,146245.765625,73265.5703125,176,256,256,3.14940267624,9.6621036502,9.11230765996,14.5254166534,1.0,1.0,1.0,236.743988037,87.2720794678,149.111755371,252.665527344,108.0,30.6000022888,26.9100513458,66.9200897217,356.0,148.0,258.0,371.0,75.9496841431,37.2903938293,71.8994750977,97.304725647,0.350057012543
sub-60077,0,0,0.537847340107,0.894769608974,0.523469470975,389.166168213,3.9028,3.96005,3.90504,3.84417,0.191573120231,0.41730657951,0.391120300259,1.00356984138,0.410937607288,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191883,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00615823331492,0.012011178974,79076.5859375,151287.796875,69531.8359375,176,256,256,2.87181744441,10.0488299184,10.3751115331,18.2046872364,0.999998152256,1.0,1.0,201.146911621,73.9766464233,131.244033813,217.790969849,86.1407470703,29.8448123932,29.9078453064,67.7933288574,299.257901001,125.791762924,223.282331848,311.735870361,64.5414581299,30.2508869171,61.2533378601,78.6944198608,0.608451800071
sub-60080,0,0,0.583406150341,0.873984217644,0.5620165427,336.230895996,3.12645,3.15154,3.30105,2.93753,0.170513836407,0.412655609381,0.416830554212,1.13851499557,0.533382534981,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191551,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00321856346513,0.00232519131785,95805.7265625,171565.5625,79499.8203125,176,256,256,2.24432086252,9.07097487379,8.30079183896,13.5870797806,1.0,1.0,1.0,259.62588501,88.2291564941,163.296508789,281.493041992,107.0,28.9800024033,24.7999992371,68.5761039734,398.0,156.0,284.0,417.0,88.7871170044,41.1061706543,79.6551361084,109.239601135,0.686868686869
sub-60089,0,0,0.508940398693,1.04719352722,0.539549615885,388.262542725,4.07938,4.16692,4.16682,3.90988,0.208091262686,0.403582778889,0.388325958426,0.981218039989,0.462424623966,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191751,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00311001569939,0.00864748531081,82611.625,175742.671875,65690.171875,176,256,256,3.16232715163,8.17009712148,9.9569696897,18.538484796,1.00000214577,1.0,1.0,235.856842041,87.256401062,146.592605591,263.747467041,102.648101807,39.7958030701,33.6277313232,86.5970256805,366.83225708,146.576399231,266.130633545,385.204406738,81.0350494385,33.6612548828,73.6132736206,93.2255859375,0.500776948787
sub-70001,0,0,0.497066676617,1.33105552197,0.456181084934,697.844665527,4.0604,4.17689,4.22843,3.79031,0.196469690997,0.41497830406,0.388552004943,0.862789154053,0.245308330655,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123250095,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00820770888567,0.0094445799277,66061.015625,153041.90625,56278.96875,176,256,256,2.82332241534,8.63520956978,10.913336238,21.2814767287,0.999997496605,1.0,1.0,293.196563721,107.036308289,186.182922363,325.119506836,127.650955963,50.6459236145,48.297309494,110.692649841,430.029917908,177.971466064,312.364697266,445.653747559,93.1836090088,41.2086906433,85.279914856,109.869476318,0.711161422393
sub-70004,0,0,0.48633363843,1.38185751438,0.460968810656,580.880615234,3.18677,3.20731,3.38512,2.98083,0.167141258721,0.455920512075,0.376938229204,1.08833265305,0.324028098583,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123250087,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.000928834703714,0.00218813633876,76154.3203125,158623.984375,61617.2695312,176,256,256,2.48155955651,8.14219548162,9.04257296045,16.5039638432,1.0,1.0,1.0,262.998596191,87.0149536133,166.594482422,293.205810547,115.0,30.3800010681,27.5100593567,78.0101013184,399.0,148.0,274.0,415.0,88.2293319702,39.9869537354,76.2285461426,110.788444519,0.674812030075
sub-70010,0,0,0.534382820129,0.992059588432,0.514902704483,413.464813232,3.2295,3.26903,3.43101,3.00307,0.171995101156,0.40825434741,0.419750551434,1.06367206573,0.434983634949,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249351,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00104954446434,0.00222118045725,84638.6796875,157285.46875,66636.8828125,176,256,256,2.36573599856,8.96939329132,9.25196406976,16.4207629194,1.0,1.0,1.0,230.096389771,79.4090499878,144.273498535,252.318130493,98.0,28.0,24.8000583649,71.0400543213,346.0,136.327929687,247.0,361.0,75.9600372314,36.3468437195,69.3251800537,91.2273101807,0.607287449393
sub-70017,0,0,0.479860365391,1.15333557129,0.502436792943,535.19543457,3.98308,4.10443,3.98731,3.86121,0.200197364247,0.421352247294,0.378450388459,0.851525843143,0.294751739502,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249780,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00818863068324,0.00977857586192,81290.2734375,169452.75,57634.8632812,176,256,256,2.7696819097,8.42736768722,11.0445347816,21.9365547479,0.999996185303,1.0,1.0,258.258453369,92.2942962646,164.067367554,292.922241211,108.19148407,41.3575256348,36.6108734131,96.6847686768,388.197570801,155.333326721,278.867285156,402.996063232,86.1920166016,36.3407211304,77.117729187,99.1624755859,0.692707075245
sub-70020,0,0,0.557464659214,0.939215838909,0.510120531285,389.068847656,3.99812,4.15639,4.07762,3.77089,0.228359085302,0.39456345336,0.377077461338,1.09641218185,0.410910528898,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249228,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00800855127549,0.00693005656771,80173.6015625,143785.03125,67105.859375,176,256,256,2.9863607627,9.44424868743,9.9094414937,17.297715031,0.99999922514,1.0,1.0,234.253814697,90.1104354858,151.984588623,260.513427734,93.7660903931,39.2645795822,36.2074350357,84.5743682861,356.63359375,148.438217926,262.323510742,373.600653076,80.1427612305,34.2430419922,72.5173721313,93.5379180908,0.58690558116
sub-70021,0,0,0.624328255653,0.935347020626,0.53788827948,224.186752319,3.63629,3.57417,3.91235,3.43845,0.195887219634,0.370038560221,0.434074220145,1.15699076653,0.535340237617,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249881,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.0100374806091,0.00385446144749,89140.3671875,175014.703125,95004.34375,176,256,256,2.71802492408,8.83984790563,8.07993637257,12.681936288,1.0,1.0,1.0,237.699951172,84.9218139648,143.74331665,258.48147583,94.0,31.0,28.9199981689,70.2900695801,365.0,146.0,255.0,381.0,83.7503128052,35.9023284912,70.552772522,99.2034912109,0.608187134503
sub-70022,0,0,0.48640024662,1.25472021103,0.497372219081,554.624328613,3.87568,3.95391,3.88655,3.78837,0.210234196868,0.408961698,0.380804105132,0.812410712242,0.270707964897,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249657,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00478783436923,0.00804578645162,84048.8125,156980.328125,57340.2109375,176,256,256,2.69285828365,8.53935828355,10.9366944368,21.5778667432,1.00000023842,1.0,1.0,229.319061279,83.4294891357,145.363189697,262.058135986,92.0975273132,37.0250745773,30.2162719727,87.2923160553,346.082327271,137.363000488,248.32427063,359.578625488,77.9277801514,31.4875926971,69.5713577271,87.6902999878,0.742158763683
sub-70026,0,0,0.490650653839,1.31282675266,0.46168982535,624.854858398,3.83072,3.96764,3.84301,3.6867,0.191112575124,0.448285148803,0.360602276074,0.880921363831,0.318483608961,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249789,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00567848993259,0.0093402336479,72946.5078125,145489.578125,56891.8710938,176,256,256,2.54222971248,9.14189634658,10.7179907394,20.4698461591,0.999999582767,1.0,1.0,285.992980957,101.681533813,188.83052063,319.655151367,116.645751953,43.3768768311,41.0594358444,100.091893768,431.564508057,173.673309326,311.651344299,449.600511169,95.0626373291,41.1674461365,85.4658508301,114.716392517,0.791718846264
sub-70029,0,0,0.505908310413,1.28433334827,0.471667357339,279.700592041,3.28063,3.28123,3.42466,3.14209,0.166796437338,0.452803508045,0.380400054616,1.09237599373,0.293429374695,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123249925,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00809622497639,0.00151332278923,63900.3671875,152166.9375,57564.15625,176,256,256,2.32871976426,7.79619014657,8.43636130971,15.1841740183,1.0,1.0,1.0,268.694610596,90.129119873,169.478561401,293.891845703,125.0,34.0200004578,33.6000747681,79.8000946045,404.0,154.0,283.0,420.0,87.5408554077,39.4359054565,77.8485717773,112.102409363,0.576677316294
sub-70033,0,0,0.509240031242,1.21445298195,0.485402002933,585.829284668,4.14893,4.22294,4.22747,4.00048,0.183712721296,0.401062912042,0.415224366661,0.747353851795,0.289387345314,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123227389,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00841467885912,0.00892749071089,76796.75,164126.953125,66005.5078125,176,256,256,2.69826453602,8.96209046244,11.1048096644,21.6540739947,1.00000023842,1.0,1.0,254.921356201,92.3001251221,162.727767944,283.292358398,107.127300262,40.7665794373,40.4831766129,96.4635925293,376.931747437,159.245928955,274.723434448,391.565087891,82.5338363647,40.1288833618,74.7629394531,93.5694122314,0.785475044633
sub-70034,0,0,0.487049251795,1.29306161404,0.480631500645,492.732421875,3.28242,3.29277,3.44788,3.11508,0.169954802412,0.426132304173,0.403912893415,0.973577976227,0.343957412243,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123227774,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.000717043092904,0.00190832890602,81686.6953125,172312.859375,64197.2304688,176,256,256,2.66796406848,8.3118082846,9.67022740814,18.0309098713,1.0,1.0,1.0,290.962554932,99.2622833252,179.814956665,323.544433594,133.0,37.0999984741,29.0700784683,91.7000808716,437.0,169.0,305.0,455.0,94.7997512817,42.0535774231,85.4551086426,115.330131531,0.762845849802
sub-70046,0,0,0.505894064903,1.02710366249,0.512913026467,450.752807617,3.98568,4.13975,3.98343,3.83952,0.20917271151,0.388966641302,0.401860647188,0.935957968235,0.369657233357,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123227395,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00641756276336,0.00756515128366,79863.25,161229.53125,59876.2382812,176,256,256,3.33544696237,8.97634534878,11.3269179068,21.6689614091,0.999997675419,1.0,1.0,230.919113159,88.8486785889,146.198760986,257.273590088,102.285768509,39.4196815491,34.2863681793,89.1665233612,344.966377258,148.518096924,255.507047272,359.67648468,74.0034103394,33.9902038574,70.9068222046,84.0388183594,0.561878087978
sub-70048,0,0,0.512260496616,1.12140870094,0.488537835078,448.594970703,3.07316,3.11688,3.23697,2.87672,0.157667775905,0.436526205908,0.405806018187,1.04324686527,0.38022878468,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123226896,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.0066301712928,0.00216642628565,70599.5234375,140692.1875,58657.640625,176,256,256,2.10936684382,8.93829032787,9.40038301024,17.153491859,1.0,1.0,1.0,242.237258911,79.0436096191,154.193054199,262.380065918,102.0,26.7399997711,22.4200553894,68.5001144409,363.0,139.0,260.0,376.0,79.4791641235,35.9929046631,72.7432174683,99.1906738281,0.632936507937
sub-70049,0,0,0.484189689159,1.2867500782,0.485033591196,527.671386719,4.00368,4.17865,4.38608,3.5016,0.183616087807,0.427816771834,0.388567140359,0.909653186798,0.355311527848,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123227143,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00608656670716,0.00859023911194,74463.59375,185100.78125,64489.3164062,176,256,256,3.06878916362,7.86000992099,10.2186921156,19.7272772623,0.999998152256,1.0,1.0,296.956085205,104.286277771,183.099578857,331.191955566,136.334972382,47.9212446213,41.3464159012,104.659797668,452.335606384,177.147556305,318.883258057,471.73135376,98.1441650391,41.9085006714,87.0031204224,117.615325928,0.750319538004
sub-70051,0,0,0.478084564209,1.23972404003,0.491748608613,505.268432617,4.1273,4.29134,4.06562,4.02976,0.199243578828,0.438588364895,0.362168056277,1.00289368629,0.341800957918,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123227089,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00560530187701,0.0104456034606,78593.3828125,193260.125,64207.4492188,176,256,256,3.19487806713,7.82149704028,9.96715925864,18.8851026685,0.999998450279,1.0,1.0,238.744674683,87.1389770508,149.684158325,267.182739258,113.046565247,40.6528068542,36.6782150269,86.2356269836,364.075787354,144.948464966,257.253570557,380.533811951,77.9939117432,32.8483963013,70.3818969727,95.6648788452,0.595753813196
sub-70052,0,0,0.498014092445,1.2753405571,0.473761330854,645.436340332,3.94585,4.04712,3.93379,3.85892,0.215072496789,0.40740478356,0.377522719651,0.892650961876,0.289013648033,32,2,0/256/256/0,35343,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123226853,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,200,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B15,363,Body,N,anat,0.00414589518868,0.0110656278392,76512.0,157615.359375,57612.9726562,176,256,256,3.03613091274,8.27391681308,10.9261351731,21.4683577935,0.999996483326,1.0,1.0,259.941436768,97.5854415894,162.451202393,294.003662109,112.381663513,45.0034244537,36.9144386292,100.87339325,392.746154785,160.431266785,283.058966064,408.265618896,86.2227020264,38.089389801,78.8150787354,98.9206619263,0.737075707323
sub-70055,0,0,0.486787557602,1.27603626251,0.479269576141,552.408630371,3.81616,4.03803,3.79331,3.6282,0.209716989119,0.426986259989,0.363296750892,0.997596383095,0.310536175966,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191910,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00564401626366,0.00593077628483,69199.796875,151146.703125,54412.5390625,176,256,256,3.08145299146,8.14738694463,10.3917645638,19.9464537552,1.00000035763,1.0,1.0,268.801300049,98.3906478882,171.326385498,303.063140869,113.931123734,44.3207256317,37.4832077026,96.4724029541,408.46648407,164.527507782,291.007217407,424.452555847,90.168586731,37.8623428345,80.2800827026,107.431289673,0.680473548472
sub-70058,0,0,0.518444418907,1.1621940136,0.468303694878,498.3543396,3.92362,4.03091,3.87728,3.86483,0.199383801548,0.390692976099,0.409923222354,0.748721957207,0.254787188768,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191683,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00479896482743,0.00655300559265,82340.9140625,157935.734375,60571.0351562,176,256,256,3.38767159085,9.5292488606,11.8274589835,22.5654564991,1.00000047684,1.0,1.0,261.763305664,101.87386322,161.602920532,287.042877197,125.251290894,44.5703388214,35.8076713562,99.6317108154,378.026083374,168.371974945,279.692636108,391.468597412,78.62915802,39.3650588989,77.8402786255,93.5650863647,0.775258734061
sub-70060,0,0,0.485423713923,1.20161116123,0.50429745435,631.75390625,4.07704,4.2527,3.95927,4.02488,0.188592944262,0.420662676882,0.390744378856,0.74458783865,0.288806545734,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191479,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00573592530925,0.0104885062492,85894.625,184218.90625,66419.7890625,176,256,256,3.15689017027,9.17979354627,10.7735589415,19.983993108,1.0000064373,1.0,1.0,254.638702393,93.8090896606,161.637817383,283.501220703,117.713301086,39.0570339203,36.7938404083,90.5146911621,378.700518799,159.061605835,273.84085083,393.266052246,81.0723571777,38.483215332,74.8157501221,97.4450378418,0.773957647963
sub-70061,0,0,0.533031523228,1.12362849712,0.488908722462,458.055114746,3.21534,3.24833,3.36732,3.03904,0.206140368932,0.405921857798,0.38793777327,1.05584669113,0.395068907738,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123192130,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00172477622392,0.00201755324363,85206.953125,153293.5,63186.0507812,176,256,256,3.3475656367,9.39185918832,9.6560478121,16.2287186113,1.0,1.0,1.0,282.925842285,105.742553711,178.406707764,312.01663208,124.0,37.4400024414,29.2600727081,84.780128479,425.0,176.639892578,307.0,443.0,92.8711013794,42.7372245789,86.8155212402,115.295288086,0.668439716312
sub-70065,0,0,0.480020195246,1.17642378807,0.529368196629,561.415710449,4.02103,4.13887,3.97604,3.95075,0.18963256546,0.442773648366,0.367593786174,0.810069322586,0.347354581952,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123190927,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00820933135942,0.00768181099147,81383.5,172053.71875,65364.9101562,176,256,256,2.90423577363,8.90695052157,10.3502001497,19.2394141539,0.999998450279,1.0,1.0,246.5756073,87.6971435547,160.188583374,276.307647705,106.39023819,37.200617981,36.7791923523,84.8522266388,377.71477356,150.303163147,274.884570312,394.196003723,82.9670562744,35.6074981689,74.3840789795,99.6559448242,0.770657007291
sub-70068,0,0,0.473965793848,1.30272400379,0.506404902461,548.497375488,4.08677,4.18453,4.03597,4.04154,0.196781048444,0.419831625623,0.383387325933,0.768841207027,0.279409611225,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191400,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00606775770935,0.0104322075704,72689.4765625,172152.03125,55840.6445312,176,256,256,3.15289311032,8.29970497183,10.809610554,20.97623358,0.999997437,1.0,1.0,245.451156616,89.3264465332,153.795288086,276.248840332,112.31496582,40.6721229553,37.4488464355,91.0936965942,368.746008301,150.167077637,265.363616943,383.53092041,80.0765228271,34.9461174011,72.2958755493,93.9403076172,0.725117057428
sub-70069,0,0,0.565074205399,0.990276575089,0.521814429789,278.899261475,3.12836,3.18246,3.27851,2.93436,0.163070821534,0.422356890433,0.414572288034,1.06836915016,0.524802279472,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191535,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00156802556232,0.00203032550506,91301.5390625,165297.109375,80924.7421875,176,256,256,1.73160163054,8.86662946863,8.25951536527,14.1803149967,1.0,1.0,1.0,259.435913086,82.4870071411,163.608566284,280.779418945,95.0,28.3199977875,21.9300632477,67.0801086426,405.0,148.0,285.0,424.0,92.8346328735,39.888584137,80.0543518066,111.933624268,0.615107913669
sub-70070,0,0,0.505424976349,1.04928898811,0.523210977994,459.601379395,3.92223,4.08267,3.90578,3.78396,0.19523321234,0.435431914116,0.369334873544,0.86522603035,0.365756288171,32,2,0/256/256/0,35426,0.00331,1,7,ORIGINAL/PRIMARY/M/ND/NORM,123191423,ROW,1.1,3D,3,TrioTim,1,255,HFS,100.0,100,i-,199,MPRAGE - BWM,HeadMatrix,2.53,IR,GR/IR,*tfl3d1_ns,SP/MP,syngo MR B17,363,Body,N,anat,0.00413305738442,0.00870247798337,78232.703125,154646.65625,62962.7734375,176,256,256,2.73193894697,9.48038005821,10.7046432373,19.9016107067,1.0000013113,1.0,1.0,216.114318848,77.0830535889,141.416671753,239.476501465,88.4820652008,31.603563118,31.6142349243,74.1138534546,328.694038391,131.575547028,241.447525024,343.035354614,72.903717041,32.1463279724,65.9790649414,87.525138855,0.696249209285
